 0.39061E+03 0.18341E+01 0.00000E+00  2040000    97673    8     6542 0.167E+02
   6    0.38751E+03    0.46600E+01    0.60845E+01    0.16201E+06
   7    0.38939E+03    0.34268E+01    0.62969E+01    0.23578E+06
   8    0.39207E+03    0.24537E+01    0.63330E+01    0.28010E+06
