 0.22281E+02 0.11563E+00 0.00000E+00  1022000    53449    9     8498 0.381E+03
   7    0.22452E+02    0.34696E+00    0.55288E+01    0.54769E+04
   8    0.22072E+02    0.21592E+00    0.49495E+01    0.54175E+04
   9    0.22345E+02    0.14900E+00    0.47714E+01    0.14070E+05
