 0.24455E+04 0.00000E+00 0.24171E+02  2040000    99640    8     1256 0.514E+00
   6    0.24085E+04    0.30679E+02    0.64449E+01    0.18947E+07
   7    0.24568E+04    0.29035E+02    0.84566E+01    0.82890E+07
   8    0.14410E+06    0.14164E+06    0.99466E+03    0.14504E+12
