 0.18864E+03 0.24492E+01 0.00000E+00  2040000   100000    9     7897 0.419E+02
   7    0.19182E+03    0.15678E+01    0.58482E+01    0.70370E+05
   8    0.19017E+03    0.11059E+01    0.58846E+01    0.12089E+06
   9    0.18328E+03    0.13910E+01    0.54307E+01    0.63695E+05
