 0.95810E+02 0.13875E+01 0.00000E+00  2040000   100000    9    11220 0.117E+03
   7    0.97282E+02    0.73606E+00    0.54140E+01    0.30942E+05
   8    0.96932E+02    0.51158E+00    0.53407E+01    0.26916E+05
   9    0.92826E+02    0.62408E+00    0.48107E+01    0.23005E+05
