 0.16975E+04 0.89764E+01 0.00000E+00  1022000    53379    9     7799 0.459E+01
   7    0.16655E+04    0.26862E+02    0.57701E+01    0.54946E+06
   8    0.16922E+04    0.17441E+02    0.52151E+01    0.71643E+06
   9    0.17051E+04    0.11367E+02    0.47700E+01    0.39422E+06
