 0.36333E+03 0.20080E+01 0.00000E+00  2040000   100000    9    11015 0.303E+02
   7    0.36669E+03    0.27935E+01    0.54510E+01    0.10660E+06
   8    0.36063E+03    0.19124E+01    0.53663E+01    0.88844E+05
   9    0.36583E+03    0.29595E+01    0.57886E+01    0.46969E+06
