 0.18471E+03 0.77192E+00 0.00000E+00  2040000   100000    8     9602 0.520E+02
   6    0.18599E+03    0.20377E+01    0.55435E+01    0.66195E+05
   7    0.18427E+03    0.14361E+01    0.55764E+01    0.57460E+05
   8    0.18460E+03    0.10246E+01    0.56165E+01    0.12158E+06
