 0.19617E+03 0.86812E+00 0.00000E+00  2040000    96082    8     8183 0.417E+02
   6    0.19584E+03    0.22721E+01    0.58702E+01    0.52661E+05
   7    0.19648E+03    0.16204E+01    0.59011E+01    0.61341E+05
   8    0.19611E+03    0.11529E+01    0.59491E+01    0.91366E+05
