 0.19366E+04 0.10271E+02 0.00000E+00  1022000    54805    9     7276 0.376E+01
   7    0.19180E+04    0.26560E+02    0.49544E+01    0.33458E+06
   8    0.19268E+04    0.20109E+02    0.52805E+01    0.16945E+07
   9    0.19454E+04    0.13375E+02    0.49192E+01    0.40023E+06
