 0.18643E+03 0.35789E+01 0.00000E+00   254000    12361    7      443 0.238E+01
   5    0.18119E+03    0.15532E+02    0.15334E+02    0.26501E+06
   6    0.18282E+03    0.10810E+02    0.14959E+02    0.40408E+06
   7    0.18719E+03    0.39105E+01    0.74740E+01    0.13127E+06
