 0.18994E+03 0.11091E+01 0.00000E+00  1022000    52102    9     7169 0.377E+02
   7    0.18913E+03    0.26811E+01    0.50718E+01    0.59196E+05
   8    0.19311E+03    0.30202E+01    0.79133E+01    0.59946E+06
   9    0.18949E+03    0.13312E+01    0.50266E+01    0.55405E+05
