 0.20700E+03 0.98660E+00 0.00000E+00  2040000    95735    8     6210 0.300E+02
   6    0.20547E+03    0.27776E+01    0.68397E+01    0.20594E+06
   7    0.20644E+03    0.18288E+01    0.63388E+01    0.15016E+06
   8    0.20760E+03    0.12923E+01    0.62991E+01    0.13672E+06
