 0.18980E+03 0.87199E+00 0.00000E+00  2040000   100000    8     7144 0.376E+02
   6    0.19139E+03    0.24311E+01    0.64272E+01    0.23089E+06
   7    0.18814E+03    0.16205E+01    0.61631E+01    0.16053E+06
   8    0.19025E+03    0.11431E+01    0.60801E+01    0.10316E+06
