 0.36563E+03 0.15772E+01 0.00000E+00  2040000   100000    8     8781 0.240E+02
   6    0.36194E+03    0.38782E+01    0.54215E+01    0.94350E+05
   7    0.36544E+03    0.31984E+01    0.62626E+01    0.72438E+06
   8    0.36672E+03    0.20508E+01    0.56590E+01    0.27498E+06
