 0.26048E+04 0.00000E+00 0.25880E+02  2040000    93202    8     1947 0.747E+00
   6    0.26781E+04    0.84806E+02    0.16022E+02    0.18246E+08
   7    0.25637E+04    0.26767E+02    0.74706E+01    0.44170E+07
   8    0.26314E+04    0.24570E+02    0.94486E+01    0.15517E+08
