 0.61370E+02 0.33628E+00 0.00000E+00  1022000    54005    9     8543 0.139E+03
   7    0.61427E+02    0.11250E+01    0.65522E+01    0.20578E+05
   8    0.61994E+02    0.66950E+00    0.54641E+01    0.15106E+05
   9    0.61116E+02    0.41442E+00    0.48520E+01    0.10135E+05
