 0.20718E+03 0.96128E+00 0.00000E+00  2040000    99623    8     7065 0.341E+02
   6    0.20628E+03    0.25393E+01    0.62285E+01    0.85286E+05
   7    0.20759E+03    0.17750E+01    0.61183E+01    0.80183E+05
   8    0.20719E+03    0.12807E+01    0.62547E+01    0.13099E+06
