 0.79506E+03 0.00000E+00 0.10359E+02  2040000    94465    8     4312 0.542E+01
   6    0.78972E+03    0.11865E+02    0.76016E+01    0.76739E+06
   7    0.77478E+03    0.80740E+01    0.74567E+01    0.10372E+07
   8    0.80731E+03    0.61593E+01    0.77204E+01    0.10859E+07
