 0.46502E+02 0.53202E+00 0.00000E+00  2040000   100000    9    11063 0.238E+03
   7    0.46904E+02    0.35225E+00    0.53738E+01    0.98237E+04
   8    0.47004E+02    0.25185E+00    0.54220E+01    0.13426E+05
   9    0.45333E+02    0.31250E+00    0.49326E+01    0.34757E+05
