 0.26800E+04 0.00000E+00 0.51859E+02  2040000   100000    8     5426 0.202E+01
   6    0.26562E+04    0.49373E+02    0.94046E+01    0.59029E+07
   7    0.27988E+04    0.16633E+03    0.42524E+02    0.78250E+08
   8    0.31628E+04    0.37116E+03    0.11875E+03    0.27146E+09
