 0.18934E+15 0.85657E+12 0.00000E+00  2040000   100000    8     7370 0.389E-10
   6    0.19003E+15    0.22450E+13    0.59776E+01    0.72873E+17
   7    0.18870E+15    0.15721E+13    0.59613E+01    0.11955E+18
   8    0.18950E+15    0.11471E+13    0.61256E+01    0.17218E+18
