 0.59697E+02 0.26257E+00 0.00000E+00  2040000   100000    8     8643 0.145E+03
   6    0.59634E+02    0.68844E+00    0.58410E+01    0.13580E+05
   7    0.59803E+02    0.49250E+00    0.58927E+01    0.19223E+05
   8    0.59660E+02    0.34768E+00    0.58972E+01    0.28081E+05
