 0.11062E+06 0.11679E+04 0.00000E+00   189000    15370    6     1621 0.147E-01
   4    0.11566E+06    0.39647E+04    0.53103E+01    0.32457E+08
   5    0.10992E+06    0.21733E+04    0.43317E+01    0.23573E+08
   6    0.11017E+06    0.14773E+04    0.41547E+01    0.21025E+08
