 0.60153E+02 0.00000E+00 0.43721E+00  2040000    58060    8     6034 0.100E+03
   6    0.60574E+02    0.87864E+00    0.73391E+01    0.47004E+05
   7    0.60827E+02    0.64165E+00    0.75481E+01    0.56380E+05
   8    0.59515E+02    0.52935E+00    0.90005E+01    0.31314E+06
