 0.27518E+04 0.00000E+00 0.17159E+02  2040000    56607    8     3541 0.129E+01
   6    0.27918E+04    0.46225E+02    0.83774E+01    0.29234E+07
   7    0.27497E+04    0.33913E+02    0.88251E+01    0.31407E+07
   8    0.27432E+04    0.22036E+02    0.81288E+01    0.42297E+07
