 0.27843E+04 0.00000E+00 0.19676E+02  2040000    53656    8     1946 0.699E+00
   6    0.28378E+04    0.65773E+02    0.11727E+02    0.83538E+07
   7    0.27807E+04    0.35017E+02    0.90107E+01    0.40500E+07
   8    0.27778E+04    0.25511E+02    0.92934E+01    0.50079E+07
