 0.28741E+04 0.00000E+00 0.17535E+02  2040000    58227    8     5174 0.180E+01
   6    0.28394E+04    0.42419E+02    0.75589E+01    0.19213E+07
   7    0.28758E+04    0.42784E+02    0.10645E+02    0.15271E+08
   8    0.28824E+04    0.21564E+02    0.75705E+01    0.42814E+07
