 0.23950E+03 0.00000E+00 0.14452E+01  2040000    57843    8     5434 0.227E+02
   6    0.24440E+03    0.37996E+01    0.78659E+01    0.15942E+06
   7    0.23774E+03    0.25532E+01    0.76843E+01    0.19310E+06
   8    0.23920E+03    0.18370E+01    0.77717E+01    0.26907E+06
