 0.21777E+03 0.41265E+01 0.00000E+00   254000     7604    7      381 0.175E+01
   5    0.20466E+03    0.35352E+02    0.30900E+02    0.10626E+07
   6    0.21230E+03    0.92589E+01    0.11033E+02    0.28992E+06
   7    0.21926E+03    0.46474E+01    0.75833E+01    0.19488E+06
