 0.24058E+03 0.00000E+00 0.16060E+01  2040000    54688    8     4474 0.186E+02
   6    0.23950E+03    0.39258E+01    0.82938E+01    0.22419E+06
   7    0.24157E+03    0.30536E+01    0.90447E+01    0.37527E+06
   8    0.24041E+03    0.21538E+01    0.90657E+01    0.43093E+06
