 0.62570E+03 0.00000E+00 0.38343E+01  2040000    52367    8     5077 0.811E+01
   6    0.62586E+03    0.98607E+01    0.79717E+01    0.42025E+06
   7    0.62538E+03    0.73886E+01    0.84538E+01    0.63990E+06
   8    0.62581E+03    0.50368E+01    0.81446E+01    0.64339E+06
