 0.27649E+04 0.00000E+00 0.17315E+02  2040000    54526    8     5476 0.198E+01
   6    0.27139E+04    0.42206E+02    0.78685E+01    0.22846E+07
   7    0.27908E+04    0.31734E+02    0.81361E+01    0.29039E+07
   8    0.27656E+04    0.22397E+02    0.81952E+01    0.50896E+07
