 0.23735E+03 0.00000E+00 0.25573E+01  2040000    53062    8     2412 0.102E+02
   6    0.23011E+03    0.42893E+01    0.94313E+01    0.42106E+06
   7    0.23598E+03    0.29803E+01    0.90371E+01    0.35615E+06
   8    0.24020E+03    0.23611E+01    0.99466E+01    0.44046E+06
