 0.12397E+03 0.00000E+00 0.63919E+00  2040000    59460    8     5221 0.421E+02
   6    0.12435E+03    0.16784E+01    0.68295E+01    0.68849E+05
   7    0.12304E+03    0.11972E+01    0.69623E+01    0.77786E+05
   8    0.12433E+03    0.84663E+00    0.68908E+01    0.73170E+05
