 0.21311E+04 0.00000E+00 0.12645E+02  2040000    56617    8     4994 0.234E+01
   6    0.21531E+04    0.34200E+02    0.80368E+01    0.19454E+07
   7    0.21433E+04    0.24277E+02    0.81048E+01    0.21211E+07
   8    0.21201E+04    0.16433E+02    0.78433E+01    0.22623E+07
