 0.22993E+15 0.00000E+00 0.13178E+13  2040000    57011    8     5664 0.246E-10
   6    0.22962E+15    0.35907E+13    0.79120E+01    0.21410E+18
   7    0.22890E+15    0.23767E+13    0.74297E+01    0.15198E+18
   8    0.23057E+15    0.17642E+13    0.77428E+01    0.21203E+18
