 0.22204E+03 0.00000E+00 0.16201E+01  2040000    54085    8     5514 0.248E+02
   6    0.22582E+03    0.41012E+01    0.91890E+01    0.27857E+06
   7    0.22020E+03    0.27960E+01    0.90857E+01    0.31781E+06
   8    0.22204E+03    0.22722E+01    0.10355E+02    0.64355E+06
