 0.94089E+03 0.00000E+00 0.93364E+01  2040000    51139    8     3762 0.400E+01
   6    0.95800E+03    0.25357E+02    0.13392E+02    0.19620E+07
   7    0.92843E+03    0.16398E+02    0.12638E+02    0.27463E+07
   8    0.94370E+03    0.12698E+02    0.13616E+02    0.49403E+07
