number/I:start_time/C:end_time/C:target/C:targetI/I:run_config/C:selected/I:event_count/I:ev_count/I:sum_event_count/I:charge/D:Charge*tatget/D:sum_charge/D:operators/C:user_comment/C
10022,2019-07-26 0:32:46,2019-07-26 1:15:17,8 um W,8,hps_v7.cnf,1,22608250,22608250,22608250,0.1933418039,0.1933418039,0.1933418039,"expert: Mathew Graham, worker: Sebouh Paul",Physics with SVT at 0.5 mm
10028,2019-07-26 4:03:31,2019-07-26 4:59:00,8 um W,8,hps_v7.cnf,1,26087855,26087855,48696105,0.222814853,0.222814853,0.4161566569,"expert: Mathew Graham, worker: Sebouh Paul",
10029,2019-07-26 5:19:10,2019-07-26 5:39:35,8 um W,8,hps_v7.cnf,1,13513916,13513916,62210021,0.1180112539,0.1180112539,0.5341679107,"expert: Mathew Graham, worker: Sebouh Paul",
10030,2019-07-26 5:54:29,2019-07-26 9:56:53,8 um W,8,hps_v7.cnf,1,151084947,151084947,213294968,1.324579868,1.324579868,1.858747779,"expert: Mathew Graham, worker: Sebouh Paul",
10031,2019-07-26 10:01:04,2019-07-26 11:31:47,8 um W,8,hps_v7.cnf,1,55026043,55026043,268321011,0.4842550494,0.4842550494,2.343002828,"expert: Clive Field, worker: Mariangela Bond",
10032,2019-07-26 11:36:01,2019-07-26 11:54:10,8 um W,8,hps_v7.cnf,1,11354825,11354825,279675836,0.1009068305,0.1009068305,2.443909658,"expert: Clive Field, worker: Mariangela Bond",
10048,2019-07-26 22:40:21,2019-07-26 23:01:25,8 um W,8,hps_v7.cnf,1,32482147,32482147,312157983,0.2218819205,0.2218819205,2.665791579,"expert: Tongtong Cao, worker: Natalia Dashyan",production at 200 nA - original v7 trigger
10049,2019-07-26 23:07:59,2019-07-27 3:06:50,8 um W,8,hps_v8.cnf,1,329041978,329041978,641199961,2.623488649,2.623488649,5.289280228,"expert: Tongtong Cao, worker: Sebouh Paul",production run with v8 trigger
10050,2019-07-27 3:29:55,2019-07-27 5:50:19,8 um W,8,hps_v8.cnf,1,194078662,194078662,835278623,1.521945815,1.521945815,6.811226043,"expert: Mathew Graham, worker: Sebouh Paul",
10051,2019-07-27 6:14:04,2019-07-27 9:15:16,8 um W,8,hps_v8.cnf,1,254543266,254543266,1089821889,2.025015914,2.025015914,8.836241957,"expert: Mathew Graham, worker: Sebouh Paul",
