 0.25941E+12 0.69807E+09 0.00000E+00  1022000   100000    9    23648 0.912E-07
   7    0.25811E+12    0.18192E+10    0.25216E+01    0.39529E+14
   8    0.26011E+12    0.14157E+10    0.27538E+01    0.11825E+15
   9    0.25943E+12    0.89408E+09    0.24659E+01    0.51706E+14
