 0.25402E+12 0.68265E+09 0.00000E+00  1022000   100000    9    21843 0.860E-07
   7    0.25307E+12    0.17350E+10    0.24529E+01    0.22725E+14
   8    0.25541E+12    0.13621E+10    0.26982E+01    0.10691E+15
   9    0.25367E+12    0.88572E+09    0.24984E+01    0.60418E+14
