 0.24541E+12 0.88283E+09 0.00000E+00   510000    58423    8    17427 0.710E-07
   6    0.24543E+12    0.24021E+10    0.24760E+01    0.22076E+14
   7    0.24558E+12    0.16629E+10    0.24226E+01    0.25077E+14
   8    0.24531E+12    0.11561E+10    0.23845E+01    0.21654E+14
