 0.25473E+12 0.00000E+00 0.31064E+11    15000      367    4        7 0.275E-10
   2    0.25510E+12    0.52920E+11    0.92772E+01    0.61020E+14
   3    0.45655E+12    0.23175E+12    0.32104E+02    0.90755E+15
   4    0.23499E+12    0.37099E+11    0.14121E+02    0.21281E+15
