 0.23124E+12 0.11808E+10 0.00000E+00   254000    28124    7     8709 0.377E-07
   5    0.23040E+12    0.31205E+10    0.24228E+01    0.14665E+14
   6    0.23262E+12    0.22275E+10    0.24224E+01    0.14706E+14
   7    0.23077E+12    0.15560E+10    0.24123E+01    0.15085E+14
