 0.24283E+12 0.86464E+09 0.00000E+00  1022000   100000    9    15347 0.632E-07
   7    0.24379E+12    0.32394E+10    0.47539E+01    0.35301E+15
   8    0.24693E+12    0.33548E+10    0.68740E+01    0.78459E+15
   9    0.24243E+12    0.93107E+09    0.27481E+01    0.12036E+15
