 0.24479E+12 0.98264E+09 0.00000E+00   510000    59597    8     8845 0.361E-07
   6    0.24386E+12    0.24636E+10    0.25557E+01    0.43657E+14
   7    0.24476E+12    0.17184E+10    0.25118E+01    0.25082E+14
   8    0.24509E+12    0.13707E+10    0.28297E+01    0.12178E+15
