 0.24127E+12 0.90825E+09 0.00000E+00   510000    59712    8    11204 0.464E-07
   6    0.24028E+12    0.23710E+10    0.24963E+01    0.30135E+14
   7    0.24150E+12    0.17296E+10    0.25623E+01    0.50828E+14
   8    0.24141E+12    0.11952E+10    0.25049E+01    0.51645E+14
