 0.10601E+03 0.64536E+00 0.00000E+00  1022000    53710    9     6770 0.639E+02
   7    0.10635E+03    0.21390E+01    0.71961E+01    0.96129E+05
   8    0.10673E+03    0.11368E+01    0.53890E+01    0.29205E+05
   9    0.10556E+03    0.84251E+00    0.57111E+01    0.21861E+06
