 0.20579E+03 0.95485E+00 0.00000E+00  2040000   100000    8     8147 0.396E+02
   6    0.20331E+03    0.22983E+01    0.57197E+01    0.87585E+05
   7    0.20606E+03    0.16471E+01    0.57194E+01    0.13008E+06
   8    0.20646E+03    0.13621E+01    0.66763E+01    0.72072E+06
