 0.53988E+03 0.28198E+01 0.00000E+00  1022000    54376    9     6391 0.118E+02
   7    0.53444E+03    0.75800E+01    0.50743E+01    0.25162E+06
   8    0.53973E+03    0.52731E+01    0.49433E+01    0.18642E+06
   9    0.54122E+03    0.37163E+01    0.49132E+01    0.19386E+06
