 0.10568E+03 0.57532E+00 0.00000E+00  2040000   100000    9     8852 0.838E+02
   7    0.10565E+03    0.85371E+00    0.57820E+01    0.37436E+05
   8    0.10539E+03    0.59996E+00    0.57605E+01    0.48205E+05
   9    0.10910E+03    0.20946E+01    0.13737E+02    0.93779E+06
