 0.20469E+03 0.10020E+01 0.00000E+00  2040000    96599    8     6613 0.323E+02
   6    0.20462E+03    0.26006E+01    0.64306E+01    0.83578E+05
   7    0.20502E+03    0.18607E+01    0.64941E+01    0.11025E+06
   8    0.20454E+03    0.13371E+01    0.66152E+01    0.24599E+06
