 0.25552E+04 0.00000E+00 0.36079E+02  2040000   100000    8      723 0.283E+00
   6    0.25816E+04    0.94366E+02    0.18495E+02    0.22607E+08
   7    0.25452E+04    0.39788E+02    0.11186E+02    0.15451E+08
   8    0.26768E+04    0.20205E+03    0.76381E+02    0.20615E+09
