 0.20776E+03 0.12893E+01 0.00000E+00  2040000   100000    8     8169 0.393E+02
   6    0.20517E+03    0.22751E+01    0.56107E+01    0.51184E+05
   7    0.20601E+03    0.16524E+01    0.57392E+01    0.79418E+05
   8    0.20935E+03    0.12011E+01    0.58056E+01    0.18669E+06
