 0.21724E+03 0.15704E+01 0.00000E+00  1022000    52795    9     6678 0.307E+02
   7    0.21263E+03    0.33710E+01    0.56722E+01    0.57106E+05
   8    0.21981E+03    0.23440E+01    0.53955E+01    0.15799E+06
   9    0.21698E+03    0.16711E+01    0.55108E+01    0.36852E+06
