 0.61860E+02 0.30996E+00 0.00000E+00  2040000   100000    8     8657 0.140E+03
   6    0.60823E+02    0.68792E+00    0.57226E+01    0.26936E+05
   7    0.62054E+02    0.50900E+00    0.58693E+01    0.31818E+05
   8    0.62033E+02    0.35727E+00    0.58280E+01    0.42789E+05
