 0.26540E+04 0.00000E+00 0.35210E+02  2040000   100000    8     4821 0.182E+01
   6    0.26357E+04    0.33827E+02    0.64936E+01    0.18902E+07
   7    0.27179E+04    0.79247E+02    0.20863E+02    0.38472E+08
   8    0.30958E+04    0.34530E+03    0.11287E+03    0.34759E+09
