 0.36309E+03 0.15777E+01 0.00000E+00  2040000   100000    8     7622 0.210E+02
   6    0.36378E+03    0.42046E+01    0.58480E+01    0.14682E+06
   7    0.36406E+03    0.29349E+01    0.57683E+01    0.22364E+06
   8    0.36243E+03    0.20894E+01    0.58337E+01    0.22455E+06
