 0.35762E+03 0.19337E+01 0.00000E+00  2040000   100000    8     7796 0.218E+02
   6    0.35089E+03    0.44000E+01    0.63446E+01    0.38134E+06
   7    0.35924E+03    0.33211E+01    0.66149E+01    0.78103E+06
   8    0.35845E+03    0.21178E+01    0.59788E+01    0.33259E+06
