 0.94035E+02 0.10549E+01 0.00000E+00  1022000    50631    9     7971 0.848E+02
   7    0.90800E+02    0.13652E+01    0.53790E+01    0.19006E+05
   8    0.95646E+02    0.24138E+01    0.12769E+02    0.57129E+06
   9    0.94596E+02    0.65247E+00    0.49354E+01    0.81052E+05
