 0.18533E+03 0.10398E+01 0.00000E+00  2040000   100000    8     6345 0.342E+02
   6    0.18524E+03    0.22999E+01    0.62821E+01    0.16584E+06
   7    0.18856E+03    0.23761E+01    0.90168E+01    0.83624E+06
   8    0.18451E+03    0.11897E+01    0.65245E+01    0.36402E+06
