 0.20531E+03 0.86192E+00 0.00000E+00  2040000   100000    9     9157 0.446E+02
   7    0.20409E+03    0.16270E+01    0.57042E+01    0.71556E+05
   8    0.20573E+03    0.11710E+01    0.57597E+01    0.15198E+06
   9    0.20592E+03    0.20453E+01    0.71074E+01    0.69063E+06
