 0.10350E+03 0.41528E+00 0.00000E+00  2040000   100000    9     9795 0.946E+02
   7    0.10327E+03    0.82046E+00    0.56850E+01    0.36322E+05
   8    0.10410E+03    0.59370E+00    0.57710E+01    0.95586E+05
   9    0.10276E+03    0.73062E+00    0.50874E+01    0.28514E+05
